SAMPLE_ID,PROJECT,Library Source,Instrument Platform,Instrument Model,Library Layout,Library Strategy,,host,Reference (PMID),comment,
SRR20752890,PRJNA860737,TRANSCRIPTOMIC,OXFORD_NANOPORE,MinION,SINGLE,AMPLICON,,human+MPXV,-,,
SRR20752889,PRJNA860737,TRANSCRIPTOMIC,OXFORD_NANOPORE,MinION,SINGLE,AMPLICON,,human+MPXV,-,,
SRR20749431,PRJNA864638,METAGENOMIC,OXFORD_NANOPORE,MinION,SINGLE,WGS,,human+MPXV,-,,
SRR20749432,PRJNA864638,METAGENOMIC,OXFORD_NANOPORE,MinION,SINGLE,WGS,,human+MPXV,-,,
SRR20749433,PRJNA864638,METAGENOMIC,OXFORD_NANOPORE,MinION,SINGLE,WGS,,human+MPXV,-,,
SRR20749434,PRJNA864638,METAGENOMIC,OXFORD_NANOPORE,MinION,SINGLE,WGS,,human+MPXV,-,,
SRR20749435,PRJNA864638,METAGENOMIC,OXFORD_NANOPORE,MinION,SINGLE,WGS,,human+MPXV,-,,
SRR20749436,PRJNA864638,METAGENOMIC,OXFORD_NANOPORE,MinION,SINGLE,WGS,,human+MPXV,-,,
SRR20749437,PRJNA864638,METAGENOMIC,OXFORD_NANOPORE,MinION,SINGLE,WGS,,human+MPXV,-,,
SRR20749438,PRJNA864638,METAGENOMIC,OXFORD_NANOPORE,MinION,SINGLE,WGS,,human+MPXV,-,,
SRR20749439,PRJNA864638,METAGENOMIC,OXFORD_NANOPORE,MinION,SINGLE,WGS,,human+MPXV,-,,
SRR20749440,PRJNA864638,METAGENOMIC,OXFORD_NANOPORE,MinION,SINGLE,WGS,,human+MPXV,-,,
SRR20749441,PRJNA864638,METAGENOMIC,OXFORD_NANOPORE,MinION,SINGLE,WGS,,human+MPXV,-,,
SRR20749442,PRJNA864638,METAGENOMIC,OXFORD_NANOPORE,MinION,SINGLE,WGS,,human+MPXV,-,,
SRR20749443,PRJNA864638,METAGENOMIC,OXFORD_NANOPORE,MinION,SINGLE,WGS,,human+MPXV,-,,
SRR20749444,PRJNA864638,METAGENOMIC,OXFORD_NANOPORE,MinION,SINGLE,WGS,,human+MPXV,-,,
SRR20749445,PRJNA864638,METAGENOMIC,OXFORD_NANOPORE,MinION,SINGLE,WGS,,human+MPXV,-,,
SRR20749446,PRJNA864638,METAGENOMIC,OXFORD_NANOPORE,MinION,SINGLE,WGS,,human+MPXV,-,,
SRR20749447,PRJNA864638,METAGENOMIC,OXFORD_NANOPORE,MinION,SINGLE,WGS,,human+MPXV,-,,
SRR20749448,PRJNA864638,METAGENOMIC,OXFORD_NANOPORE,MinION,SINGLE,WGS,,human+MPXV,-,,
SRR15830920,PRJNA762014,METAGENOMIC,OXFORD_NANOPORE,MinION,SINGLE,WGS,,human+MPXV,35750759,,
ERR9784808,PRJEB53129,METAGENOMIC,OXFORD_NANOPORE,MinION,SINGLE,WGS,,human+MPXV,,,
ERR9784807,PRJEB53129,METAGENOMIC,ION_TORRENT,Ion Torrent S5,SINGLE,WGS,,human+MPXV,,,
SRR19536726,PRJNA845087,GENOMIC,ILLUMINA,NovaSeq 6000,PAIRED,other,,human+MPXV,"https://github.com/genomicsITER/monkeypox,https://virological.org/t/a-draft-of-the-first-genome-sequence-of-monkeypox-virus-associated-with-the-multi-country-outbreak-in-may-2022-from-the-canary-islands-spain/864",,
SRR19536727,PRJNA845087,GENOMIC,ILLUMINA,NovaSeq 6000,PAIRED,other,,human+MPXV,"https://github.com/genomicsITER/monkeypox,https://virological.org/t/a-draft-of-the-first-genome-sequence-of-monkeypox-virus-associated-with-the-multi-country-outbreak-in-may-2022-from-the-canary-islands-spain/864",,
SRR19536728,PRJNA845087,GENOMIC,ILLUMINA,NovaSeq 6000,PAIRED,other,,human+MPXV,"https://github.com/genomicsITER/monkeypox,https://virological.org/t/a-draft-of-the-first-genome-sequence-of-monkeypox-virus-associated-with-the-multi-country-outbreak-in-may-2022-from-the-canary-islands-spain/864",,
SRR19536729,PRJNA845087,GENOMIC,ILLUMINA,NovaSeq 6000,PAIRED,other,,human+MPXV,"https://github.com/genomicsITER/monkeypox,https://virological.org/t/a-draft-of-the-first-genome-sequence-of-monkeypox-virus-associated-with-the-multi-country-outbreak-in-may-2022-from-the-canary-islands-spain/864",,
SRR24877167,PRJNA981509,GENOMIC,ILLUMINA,MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR24877168,PRJNA981509,GENOMIC,ILLUMINA,MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780610,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780613,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780617,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780621,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780627,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780632,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780634,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780637,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780639,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780644,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780645,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780646,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780647,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780655,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780658,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780659,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780663,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780664,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780668,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR26151142,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR26151144,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR26151148,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR26151150,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR26151151,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR26151153,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR26151154,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR26151155,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR27698226,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR27968081,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR27968088,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR27968090,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR27968091,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR27968092,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28222453,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28222454,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390277,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780611,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390278,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390281,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780614,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780619,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390283,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390284,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780620,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390286,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780623,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390287,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390293,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780626,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390296,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390305,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780628,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28876543,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780630,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29024830,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780635,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29099250,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780636,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29099251,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780640,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29415598,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780641,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29455675,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780642,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29455676,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780643,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29680512,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780648,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29807826,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780649,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29807827,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780652,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29807828,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780657,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29807831,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780660,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29893247,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780662,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29893248,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29893250,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780665,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780667,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR26151143,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR26151147,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR26151149,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR26151152,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR27968080,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR27968083,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28222455,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28222456,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390275,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390276,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390282,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390288,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390290,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390292,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390295,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390298,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390299,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390302,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390303,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390304,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR28390307,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29415599,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29415600,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29680511,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30163733,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30163734,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30252165,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29893252,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30252166,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30316267,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30316265,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30463036,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30316266,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30463037,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30716251,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30316268,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30716254,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30463035,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30716261,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30716262,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30716252,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30787177,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30716255,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30787187,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30936485,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30716258,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30936486,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30787173,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30936487,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30936488,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30787174,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30936489,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31029128,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30787175,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31029129,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30787176,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31029130,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31143288,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30787178,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31143289,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30787179,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31143291,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30787180,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30787181,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31143293,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30787182,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30787183,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30787184,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30936483,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR30936484,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29680510,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31029125,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31029127,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31143290,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31143295,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR31334689,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR27968089,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29415601,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR29680513,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780612,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780615,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780616,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780618,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780622,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780624,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780625,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780629,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780631,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780633,PRJNA864832,GENOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780638,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780650,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780651,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780653,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780654,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780656,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780661,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR25780666,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR26151141,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR26151145,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
SRR26151146,PRJNA864832,GENOMIC,ILLUMINA,NextSeq 1000,PAIRED,AMPLICON,,human+MPXV,-,,
